Scenario,Dataset,Rep,Model,fit_elapsed_sec,success,nit,grad_norm_inf
D2,Dataset 2,96,ZIP,6.164075136184692,True,14,9.444572908245963e-05
D2,Dataset 2,96,ZINB,5.474022626876831,True,28,6.295897850594478e-05
D2,Dataset 2,96,P+NB,20.67997121810913,True,46,0.034458468979472225
D2,Dataset 2,96,Z+P+NB,22.293649196624756,True,31,0.0004781477691152003
D2,Dataset 2,96,ZIP--ZINB,34.67959260940552,True,44,7.625914716975768e-05
D2,Dataset 2,97,Poisson,0.7247061729431152,True,17,7630.800228643405
D2,Dataset 2,97,NB,3.1120080947875977,True,10,263.24083427009447
D2,Dataset 2,97,ZIP,4.661263942718506,True,15,0.00011155246423261156
D2,Dataset 2,97,ZINB,5.36219334602356,True,20,5.891459512469277e-05
D2,Dataset 2,97,P+NB,24.014016151428223,True,75,2072.8372449117087
D2,Dataset 2,97,Z+P+NB,19.6530499458313,True,26,0.0007769999562409757
D2,Dataset 2,97,ZIP--ZINB,37.68731474876404,True,48,0.00010411626752052788
D2,Dataset 2,99,Poisson,1.1850690841674805,True,16,10138.980017554359
D2,Dataset 2,99,NB,2.744840145111084,True,17,760.0445255839878
D2,Dataset 2,99,ZIP,5.349903583526611,True,15,0.00010630773350378542
D2,Dataset 2,99,ZINB,5.841977119445801,True,11,5.826478880852689e-05
D2,Dataset 2,99,P+NB,14.477428674697876,True,21,467.6053836571987
D2,Dataset 2,99,Z+P+NB,21.123777151107788,True,18,0.0001360419545541891
D2,Dataset 2,99,ZIP--ZINB,36.408592224121094,True,36,9.373111052823901e-05
D3,Dataset 3,0,Poisson,0.7305545806884766,True,19,12899.822997770541
D3,Dataset 3,0,NB,3.679239511489868,True,17,2938.078505670343
D3,Dataset 3,0,ZIP,4.7564308643341064,True,13,0.00044738253387310856
D3,Dataset 3,0,ZINB,9.383097410202026,True,15,0.0003059077637332236
D3,Dataset 3,0,P+NB,18.938058376312256,True,28,1479.2955852428156
D3,Dataset 3,0,Z+P+NB,22.90137553215027,True,27,0.0002798320430462409
D3,Dataset 3,0,ZIP--ZINB,38.92575001716614,True,49,0.00022912533283679648
D3,Dataset 3,1,Poisson,1.0577585697174072,True,14,11400.400994535796
D3,Dataset 3,1,NB,5.143192291259766,True,15,1377.4696687318412
D3,Dataset 3,1,ZIP,4.136247158050537,True,10,0.00015894976503812164
D3,Dataset 3,1,ZINB,7.437852621078491,True,14,9.707513014396794e-05
D3,Dataset 3,1,P+NB,18.92533826828003,True,37,1590.4658814163865
D3,Dataset 3,1,Z+P+NB,20.940874099731445,True,30,0.00023683286154388417
D3,Dataset 3,1,ZIP--ZINB,33.01272511482239,True,15,7.679469836788656e-05
D3,Dataset 3,2,Poisson,1.5309655666351318,True,20,13951.069391052044
D3,Dataset 3,2,NB,3.693967342376709,True,21,3597.431361466599
D3,Dataset 3,2,ZIP,4.123288631439209,True,14,0.0005978336968905373
D3,Dataset 3,2,ZINB,12.422040700912476,True,17,0.00023690438338153097
D3,Dataset 3,2,P+NB,13.486641645431519,True,33,1869.0339968188887
D3,Dataset 3,2,Z+P+NB,18.81888699531555,True,14,0.0002733967945225402
D3,Dataset 3,2,ZIP--ZINB,42.6330451965332,True,31,0.00014056672640555545
D3,Dataset 3,3,Poisson,1.334907054901123,True,19,9953.483372592147
D3,Dataset 3,3,NB,3.7648041248321533,True,13,65.25166198572082
D3,Dataset 3,3,ZIP,6.139230012893677,True,10,0.00019385994707678267
D3,Dataset 3,3,ZINB,6.121809005737305,True,21,0.0006874827716460141
D3,Dataset 3,3,P+NB,15.848652839660645,True,36,1548.178542284725
D3,Dataset 3,3,Z+P+NB,20.69640827178955,True,14,0.0003438149237821875
D3,Dataset 3,3,ZIP--ZINB,43.80649757385254,True,18,0.0003174358849664955
D3,Dataset 3,5,Poisson,0.7881655693054199,True,14,12809.630731752966
D3,Dataset 3,5,NB,4.768093824386597,True,18,2476.9366936503898
D3,Dataset 3,5,ZIP,4.957794666290283,True,15,0.00022462891265859208
D3,Dataset 3,5,ZINB,8.984528541564941,True,15,1.880908013132676e-05
D3,Dataset 3,5,P+NB,14.72693681716919,True,58,1550.8031009008466
D3,Dataset 3,5,Z+P+NB,23.43105912208557,True,21,0.0005518165970572197
D3,Dataset 3,5,ZIP--ZINB,37.68705439567566,True,18,0.00016027856893532574
D3,Dataset 3,6,Poisson,0.9155330657958984,True,12,8452.416422330953
D3,Dataset 3,6,NB,4.212949991226196,True,14,0.0003205923473154288
D3,Dataset 3,6,ZIP,5.235548734664917,True,14,0.00023838132023321773
D3,Dataset 3,6,ZINB,6.702156066894531,True,22,0.0009904382472013945
D3,Dataset 3,6,P+NB,17.980135440826416,True,46,1543.672425367201
D3,Dataset 3,6,Z+P+NB,18.090578317642212,True,12,0.00015353048968350103
D3,Dataset 3,6,ZIP--ZINB,35.885879039764404,True,47,0.0004609782299034443
D3,Dataset 3,4,Poisson,0.7179512977600098,True,13,9119.625394012572
D3,Dataset 3,4,NB,4.2625343799591064,True,19,0.0029186016004368043
D3,Dataset 3,4,ZIP,4.080310821533203,True,15,2.643129835938618e-05
D3,Dataset 3,4,ZINB,9.123066186904907,True,19,1.6017854974181844e-05
D3,Dataset 3,4,P+NB,17.266093969345093,True,24,1264.0789911473603
D3,Dataset 3,4,Z+P+NB,23.1434805393219,True,27,0.00019102927388225943
D3,Dataset 3,4,ZIP--ZINB,45.56443381309509,True,17,0.0001901670063335914
D3,Dataset 3,8,Poisson,0.9782605171203613,True,16,13045.390941214644
D3,Dataset 3,8,NB,3.7075440883636475,True,14,3031.564991968158
D3,Dataset 3,8,ZIP,4.5336503982543945,True,14,0.00024222794893102861
D3,Dataset 3,8,ZINB,6.756179571151733,True,14,0.00010369155876494007
D3,Dataset 3,8,P+NB,16.47882390022278,True,39,1522.8834356964428
D3,Dataset 3,8,Z+P+NB,22.009003162384033,True,28,0.00017489113198077
D3,Dataset 3,8,ZIP--ZINB,44.307358264923096,True,16,0.00021414228300292715
D3,Dataset 3,7,Poisson,0.9214324951171875,True,12,11900.58264132957
D3,Dataset 3,7,NB,5.1842310428619385,True,20,1537.1972143510654
D3,Dataset 3,7,ZIP,4.634435176849365,True,12,3.6701653390092126e-05
D3,Dataset 3,7,ZINB,9.6282958984375,True,25,0.00012488048754910608
D3,Dataset 3,7,P+NB,15.163191556930542,True,33,1532.0736475662209
D3,Dataset 3,7,Z+P+NB,21.186975240707397,True,21,0.0008338391902313891
D3,Dataset 3,7,ZIP--ZINB,42.70193290710449,True,33,0.00028135381509622004
D3,Dataset 3,9,Poisson,0.6616113185882568,True,13,13753.484811485045
D3,Dataset 3,9,NB,5.009963274002075,True,29,3391.1791246113826
D3,Dataset 3,9,ZIP,5.802114725112915,True,13,2.3651184364426037e-05
D3,Dataset 3,9,ZINB,9.990790128707886,True,14,0.00031856467437507696
D3,Dataset 3,9,P+NB,18.16576647758484,True,33,1785.7524205701102
D3,Dataset 3,9,Z+P+NB,22.574654817581177,True,15,0.00010301285426361773
D3,Dataset 3,9,ZIP--ZINB,42.4985716342926,True,17,0.0002073460097365698
D3,Dataset 3,12,Poisson,0.8919446468353271,True,16,13872.767417946034
D3,Dataset 3,12,NB,3.5140507221221924,True,13,3379.1301320136813
D3,Dataset 3,12,ZIP,3.950734853744507,True,16,0.00013814978244486298
D3,Dataset 3,12,ZINB,7.37409520149231,True,19,9.90465807411689e-05
D3,Dataset 3,12,P+NB,14.320785522460938,True,33,1612.6415285688668
D3,Dataset 3,12,Z+P+NB,21.240376710891724,True,21,6.6092669221543e-05
D3,Dataset 3,12,ZIP--ZINB,36.91793966293335,True,16,0.00011313809515714479
D3,Dataset 3,11,Poisson,0.7419886589050293,True,19,12729.88440268948
D3,Dataset 3,11,NB,4.263136625289917,True,22,3253.7777460146576
D3,Dataset 3,11,ZIP,4.119963884353638,True,15,0.0010901152499023792
D3,Dataset 3,11,ZINB,10.413301229476929,True,17,0.0003282920040720812
D3,Dataset 3,11,P+NB,18.384379148483276,True,24,1727.1989129935007
D3,Dataset 3,11,Z+P+NB,18.534669876098633,True,22,9.085498231738154e-05
D3,Dataset 3,11,ZIP--ZINB,42.5767548084259,True,42,0.0003418569386998277
D3,Dataset 3,13,Poisson,1.340406894683838,True,15,13530.03572910536
D3,Dataset 3,13,NB,4.021862506866455,True,21,3197.034366258665
D3,Dataset 3,13,ZIP,4.416308164596558,True,15,6.23747882411152e-05
D3,Dataset 3,13,ZINB,7.121508598327637,True,18,2.9316578109103708e-05
D3,Dataset 3,13,P+NB,18.492279291152954,True,130,1429.5124402363072
D3,Dataset 3,13,Z+P+NB,20.789722204208374,True,13,0.00013211882201069614
D3,Dataset 3,13,ZIP--ZINB,36.94548296928406,True,35,0.00029639458270747446
D3,Dataset 3,10,Poisson,1.3510608673095703,True,12,8174.728429302152
D3,Dataset 3,10,NB,4.76539158821106,True,23,0.0010835705161396161
D3,Dataset 3,10,ZIP,4.8249523639678955,True,13,0.00014732688828122953
D3,Dataset 3,10,ZINB,6.698163270950317,True,14,0.0001920452447865817
D3,Dataset 3,10,P+NB,19.170282125473022,True,36,1414.9689728393914
D3,Dataset 3,10,Z+P+NB,23.735667943954468,True,27,0.00016123086041663903
D3,Dataset 3,10,ZIP--ZINB,47.284767866134644,True,35,0.0003854218558118072
D3,Dataset 3,14,Poisson,0.9381039142608643,True,14,14518.959355124793
D3,Dataset 3,14,NB,5.29468035697937,True,13,4188.613570551926
D3,Dataset 3,14,ZIP,5.992083311080933,True,12,0.00010955923365407738
D3,Dataset 3,14,ZINB,8.01968264579773,True,18,8.920792141102821e-05
D3,Dataset 3,14,P+NB,15.480529308319092,True,33,2378.319684410313
D3,Dataset 3,14,Z+P+NB,24.63192105293274,True,13,9.240734088322711e-05
D3,Dataset 3,14,ZIP--ZINB,40.2498242855072,True,16,0.00018157770757244035
D3,Dataset 3,15,Poisson,0.8720946311950684,True,11,13239.087802280255
D3,Dataset 3,15,NB,4.331514835357666,True,29,2221.355970243495
D3,Dataset 3,15,ZIP,4.496816396713257,True,11,0.00016703278996216264
D3,Dataset 3,15,ZINB,7.422586917877197,True,19,0.0001327743308199847
D3,Dataset 3,15,P+NB,14.675904035568237,True,47,1398.148141330004
D3,Dataset 3,15,Z+P+NB,17.098516702651978,True,27,0.0011519265311055737
D3,Dataset 3,15,ZIP--ZINB,36.62125515937805,True,18,0.00022742593921115661
D3,Dataset 3,16,Poisson,0.7271687984466553,True,16,15173.820703400552
D3,Dataset 3,16,NB,4.018603324890137,True,21,4468.633952796242
D3,Dataset 3,16,ZIP,3.981607675552368,True,15,9.603938609430466e-05
D3,Dataset 3,16,ZINB,9.07337498664856,True,19,3.290412817341659e-05
D3,Dataset 3,16,P+NB,16.53590750694275,True,33,2591.1518451885318
D3,Dataset 3,16,Z+P+NB,20.552135467529297,True,24,0.00018199080494024633
D3,Dataset 3,16,ZIP--ZINB,42.0864098072052,True,33,0.00019084904710897632
D3,Dataset 3,18,Poisson,0.9123616218566895,True,17,14515.561227196347
D3,Dataset 3,18,NB,4.706976652145386,True,16,3942.604455645535
D3,Dataset 3,18,ZIP,5.234152555465698,True,14,0.0003830757295097964
D3,Dataset 3,18,ZINB,5.370890378952026,True,18,0.00029399170088988667
D3,Dataset 3,18,P+NB,17.7596595287323,True,30,2251.955526127618
D3,Dataset 3,18,Z+P+NB,20.811784982681274,True,16,3.089756642182806e-05
D3,Dataset 3,18,ZIP--ZINB,40.46836280822754,True,20,0.0004652479314495514
D3,Dataset 3,17,Poisson,1.0238211154937744,True,12,11239.337492457224
D3,Dataset 3,17,NB,4.385616302490234,True,17,1673.5188641295044
D3,Dataset 3,17,ZIP,6.914308309555054,True,10,0.000249377188848654
D3,Dataset 3,17,ZINB,9.31241250038147,True,15,4.515503547400379e-05
D3,Dataset 3,17,P+NB,13.734192132949829,True,70,1458.6027490913557
D3,Dataset 3,17,Z+P+NB,20.786017179489136,True,13,7.063535029297463e-05
D3,Dataset 3,17,ZIP--ZINB,40.64377212524414,True,32,0.000316246296131778
D3,Dataset 3,20,Poisson,0.8783004283905029,True,14,0.022109120901730894
D3,Dataset 3,20,NB,4.389273643493652,True,26,0.03341706066229174
D3,Dataset 3,20,ZIP,5.790633678436279,True,15,0.0005395510369058387
D3,Dataset 3,20,ZINB,6.781131744384766,True,13,8.498125671740908e-05
D3,Dataset 3,20,P+NB,17.90877366065979,True,36,868.7673553940424
D3,Dataset 3,20,Z+P+NB,23.05318784713745,True,12,4.4835343777194225e-05
D3,Dataset 3,20,ZIP--ZINB,37.0346953868866,True,19,6.08413109113937e-05
D3,Dataset 3,19,Poisson,1.1487345695495605,True,17,9990.67540986663
D3,Dataset 3,19,NB,3.864011764526367,True,18,246.15053330882694
D3,Dataset 3,19,ZIP,4.409140348434448,True,10,8.839143419248074e-05
D3,Dataset 3,19,ZINB,8.952446222305298,True,19,0.0010584999721681143
D3,Dataset 3,19,P+NB,13.696786165237427,True,61,1472.1723845469153
D3,Dataset 3,19,Z+P+NB,24.861783742904663,True,27,0.00020407089675781695
D3,Dataset 3,19,ZIP--ZINB,43.58928322792053,True,17,0.000189293570463267
D3,Dataset 3,21,Poisson,0.9543607234954834,True,16,13317.999886947391
D3,Dataset 3,21,NB,4.605609893798828,True,18,3118.726624100237
D3,Dataset 3,21,ZIP,5.7784340381622314,True,10,0.00022255923996122862
D3,Dataset 3,21,ZINB,9.71824598312378,True,18,0.00013404678861056452
D3,Dataset 3,21,P+NB,17.6774480342865,True,38,1543.0011346271078
D3,Dataset 3,21,Z+P+NB,19.543883562088013,True,22,0.0001200002919086729
D3,Dataset 3,21,ZIP--ZINB,41.162094593048096,True,38,0.00027828496088824414
D3,Dataset 3,22,Poisson,0.8790879249572754,True,17,13244.436764929012
D3,Dataset 3,22,NB,4.294293403625488,True,20,3045.741204271798
D3,Dataset 3,22,ZIP,3.4601802825927734,True,13,0.0001361669800483689
D3,Dataset 3,22,ZINB,7.695075273513794,True,18,0.00018478711717828666
D3,Dataset 3,22,P+NB,16.59290099143982,True,26,1437.4572569969973
D3,Dataset 3,22,Z+P+NB,24.348822355270386,True,22,0.0003220156451538836
D3,Dataset 3,22,ZIP--ZINB,35.259297132492065,True,17,6.647650670868477e-05
D3,Dataset 3,23,Poisson,0.8850204944610596,True,14,13213.131431041747
D3,Dataset 3,23,NB,4.680326461791992,True,23,2469.172187718937
D3,Dataset 3,23,ZIP,4.608213901519775,True,12,0.00012748403843504397
D3,Dataset 3,23,ZINB,8.656828880310059,True,13,0.00038289796868645753
D3,Dataset 3,23,P+NB,21.844080924987793,True,32,1355.270199336994
D3,Dataset 3,23,Z+P+NB,25.16362166404724,True,14,0.00016429043782739683
D3,Dataset 3,23,ZIP--ZINB,41.26795220375061,True,18,0.0002672329339795561
D3,Dataset 3,24,Poisson,0.9897651672363281,True,14,13390.507510414966
D3,Dataset 3,24,NB,4.7958409786224365,True,15,2505.3870236946764
D3,Dataset 3,24,ZIP,3.6955435276031494,True,14,0.00016076971331835388
D3,Dataset 3,24,ZINB,8.395429372787476,True,21,0.00013154654014062208
D3,Dataset 3,24,P+NB,19.31085181236267,True,118,1450.7250215562633
D3,Dataset 3,24,Z+P+NB,21.82347822189331,True,27,0.00023162830222912129
D3,Dataset 3,24,ZIP--ZINB,40.42856407165527,True,32,0.0002117462109321195
D3,Dataset 3,25,Poisson,0.8470354080200195,True,11,0.0008286559828103446
D3,Dataset 3,25,NB,3.192246437072754,True,24,0.001977121129155046
D3,Dataset 3,25,ZIP,3.9989283084869385,True,11,4.5446858709330407e-05
D3,Dataset 3,25,ZINB,6.975754737854004,True,22,0.00016438480219522697
D3,Dataset 3,25,P+NB,14.517839908599854,True,38,1565.8175648614538
D3,Dataset 3,25,Z+P+NB,21.64501166343689,True,22,0.00021905832470675568
D3,Dataset 3,25,ZIP--ZINB,37.49169683456421,True,48,0.00016198429443162188
D3,Dataset 3,27,Poisson,0.6017134189605713,True,23,13686.760890372989
D3,Dataset 3,27,NB,3.6840336322784424,True,22,3285.8528924892576
D3,Dataset 3,27,ZIP,3.472276210784912,True,14,4.894153027892867e-05
D3,Dataset 3,27,ZINB,8.351219654083252,True,15,0.001062707242411448
D3,Dataset 3,27,P+NB,16.87322998046875,True,80,1608.1036126868692
D3,Dataset 3,27,Z+P+NB,23.31537127494812,True,26,0.00022368385397442125
D3,Dataset 3,27,ZIP--ZINB,34.73139047622681,True,19,0.00013309536494147175
D3,Dataset 3,29,Poisson,1.0143890380859375,True,13,12341.673504303586
D3,Dataset 3,29,NB,4.228110074996948,True,21,2780.9397934460144
D3,Dataset 3,29,ZIP,3.7119858264923096,True,9,4.1415271244293894e-05
D3,Dataset 3,29,ZINB,6.241997718811035,True,18,0.00032055073437087245
D3,Dataset 3,29,P+NB,16.450218200683594,True,32,1560.9603132898608
D3,Dataset 3,29,Z+P+NB,19.49632501602173,True,15,6.559880336709512e-05
D3,Dataset 3,29,ZIP--ZINB,31.25517988204956,True,15,0.00024394510418182525
D3,Dataset 3,26,Poisson,1.2170557975769043,True,19,13380.566958811329
D3,Dataset 3,26,NB,3.8441598415374756,True,15,3238.8089288657234
D3,Dataset 3,26,ZIP,4.971956014633179,True,15,9.179711718332317e-05
D3,Dataset 3,26,ZINB,8.256933212280273,True,14,0.00014683705452739337
D3,Dataset 3,26,P+NB,21.60332989692688,True,31,1508.6695487069308
D3,Dataset 3,26,Z+P+NB,21.85858130455017,True,25,0.00029400683119568116
D3,Dataset 3,26,ZIP--ZINB,39.858617067337036,True,17,0.0002994132884659717
D3,Dataset 3,30,Poisson,0.812781572341919,True,13,9325.44130537416
D3,Dataset 3,30,NB,3.237220287322998,True,27,0.0009089159971829575
D3,Dataset 3,30,ZIP,7.52500057220459,True,15,0.00021027307312650788
D3,Dataset 3,30,ZINB,5.855154275894165,True,18,0.0006634947560717752
D3,Dataset 3,30,P+NB,13.218099594116211,True,40,1480.1922070891912
D3,Dataset 3,30,Z+P+NB,24.72348642349243,True,14,0.00010527139444697561
D3,Dataset 3,30,ZIP--ZINB,35.599905014038086,True,33,0.0002851292627184393
D3,Dataset 3,28,Poisson,0.7984693050384521,True,12,13011.99436953202
D3,Dataset 3,28,NB,4.579082012176514,True,23,2249.643584116648
D3,Dataset 3,28,ZIP,5.9812986850738525,True,11,3.0536343241349684e-05
D3,Dataset 3,28,ZINB,8.120924711227417,True,21,0.00029812083491484453
D3,Dataset 3,28,P+NB,18.1003258228302,True,54,1457.7295015681677
D3,Dataset 3,28,Z+P+NB,23.684415817260742,True,22,0.0002496536698074203
D3,Dataset 3,28,ZIP--ZINB,43.55291795730591,True,48,0.0003959479484533998
D3,Dataset 3,31,Poisson,0.7940847873687744,True,12,9452.983077664323
D3,Dataset 3,31,NB,3.5405845642089844,True,14,0.0007808826484545089
D3,Dataset 3,31,ZIP,4.9732825756073,True,15,0.00011508113530506181
D3,Dataset 3,31,ZINB,5.593731880187988,True,23,0.00014048107145531175
D3,Dataset 3,31,P+NB,16.007763147354126,True,24,1424.5507108458994
D3,Dataset 3,31,Z+P+NB,21.22766661643982,True,28,3.930160421994344e-05
D3,Dataset 3,31,ZIP--ZINB,48.377570152282715,True,53,0.00018375117569977006
D3,Dataset 3,33,Poisson,1.083449363708496,True,11,11749.979803844206
D3,Dataset 3,33,NB,3.7016422748565674,True,15,1542.3823459752675
D3,Dataset 3,33,ZIP,3.705106735229492,True,14,5.316095056576153e-05
D3,Dataset 3,33,ZINB,7.369659185409546,True,18,7.023929529799411e-05
D3,Dataset 3,33,P+NB,14.182297706604004,True,32,1569.7312485137659
D3,Dataset 3,33,Z+P+NB,23.14304518699646,True,27,0.0001376442040235265
D3,Dataset 3,33,ZIP--ZINB,37.764968395233154,True,17,8.19833821817384e-05
D3,Dataset 3,32,Poisson,0.8836994171142578,True,15,13165.283604878385
D3,Dataset 3,32,NB,4.525280237197876,True,19,3199.24451402208
D3,Dataset 3,32,ZIP,4.1985228061676025,True,13,8.01480525642051e-05
D3,Dataset 3,32,ZINB,6.901912450790405,True,20,0.00012336802705215089
D3,Dataset 3,32,P+NB,16.824565410614014,True,36,1563.3926757748652
D3,Dataset 3,32,Z+P+NB,21.895521640777588,True,22,0.000805737257984912
D3,Dataset 3,32,ZIP--ZINB,43.076979875564575,True,18,0.00013462083308268813
D3,Dataset 3,34,Poisson,1.0715577602386475,True,13,12135.204794795067
D3,Dataset 3,34,NB,3.865421772003174,True,17,1183.5614687482275
D3,Dataset 3,34,ZIP,5.7188193798065186,True,14,0.00047623596975068794
D3,Dataset 3,34,ZINB,7.732215404510498,True,14,0.00010132957608771642
D3,Dataset 3,34,P+NB,19.233275651931763,True,30,1436.5643205398144
D3,Dataset 3,34,Z+P+NB,20.312761545181274,True,14,0.0005037440413291766
D3,Dataset 3,34,ZIP--ZINB,36.31643891334534,True,30,0.0001599839941625672
D3,Dataset 3,36,Poisson,0.8116052150726318,True,9,4251.11260156151
D3,Dataset 3,36,NB,3.9484426975250244,True,15,0.0003127339488443459
D3,Dataset 3,36,ZIP,5.593249082565308,True,16,0.00029070907523565115
D3,Dataset 3,36,ZINB,5.872731447219849,True,16,0.0003931714120452845
D3,Dataset 3,36,P+NB,15.620367765426636,True,41,1548.3955302977422
D3,Dataset 3,36,Z+P+NB,18.908729791641235,True,14,0.000113447732238885
D3,Dataset 3,36,ZIP--ZINB,43.21364450454712,True,16,0.0001868471146640703
D3,Dataset 3,35,Poisson,0.6706211566925049,True,10,12847.34872952368
D3,Dataset 3,35,NB,4.733360290527344,True,37,2886.2212714433085
D3,Dataset 3,35,ZIP,5.242514371871948,True,14,0.0002870845592780613
D3,Dataset 3,35,ZINB,10.068984985351562,True,18,4.0062484550955346e-05
D3,Dataset 3,35,P+NB,15.53372573852539,True,47,1462.010290929083
D3,Dataset 3,35,Z+P+NB,20.26508903503418,True,12,7.858370361546463e-05
D3,Dataset 3,35,ZIP--ZINB,45.281323194503784,True,14,6.986719498017213e-05
D3,Dataset 3,37,Poisson,0.6985569000244141,True,13,12614.401656277274
D3,Dataset 3,37,NB,3.7381298542022705,True,19,1557.9908566512504
D3,Dataset 3,37,ZIP,4.586079120635986,True,11,5.361511555815324e-05
D3,Dataset 3,37,ZINB,11.489379405975342,True,16,0.0003256974657733754
D3,Dataset 3,37,P+NB,17.582746982574463,True,31,1127.5530806915697
D3,Dataset 3,37,Z+P+NB,20.39393901824951,True,15,6.695012083568486e-05
D3,Dataset 3,37,ZIP--ZINB,37.725430488586426,True,35,0.0012454150351553783
D3,Dataset 3,38,Poisson,1.2746846675872803,True,15,13143.297206857043
D3,Dataset 3,38,NB,3.655590057373047,True,14,2833.544970579223
D3,Dataset 3,38,ZIP,3.161475896835327,True,15,6.998730506452278e-05
D3,Dataset 3,38,ZINB,6.62913179397583,True,19,0.0002064481244904784
D3,Dataset 3,38,P+NB,14.036040782928467,True,34,1366.4121747204974
D3,Dataset 3,38,Z+P+NB,21.151965856552124,True,24,0.0005544350713833635
D3,Dataset 3,38,ZIP--ZINB,38.76986646652222,True,19,0.00034468888230365646
D3,Dataset 3,39,Poisson,0.7416186332702637,True,19,13865.330291670782
D3,Dataset 3,39,NB,4.048955678939819,True,33,3391.4688372595965
D3,Dataset 3,39,ZIP,5.47426438331604,True,13,5.7021991903827285e-05
D3,Dataset 3,39,ZINB,8.30497145652771,True,18,0.00026797023603569725
D3,Dataset 3,39,P+NB,14.301565647125244,True,33,1592.6317818667312
D3,Dataset 3,39,Z+P+NB,24.113160848617554,True,13,0.00025605392697225504
D3,Dataset 3,39,ZIP--ZINB,37.79452848434448,True,46,0.00031810455475717037
D3,Dataset 3,41,Poisson,0.9474365711212158,True,12,12783.595128972182
D3,Dataset 3,41,NB,3.880471706390381,True,18,2830.801701044905
D3,Dataset 3,41,ZIP,4.528512954711914,True,14,6.291898691212431e-05
D3,Dataset 3,41,ZINB,7.74578857421875,True,16,0.0001843193549312394
D3,Dataset 3,41,P+NB,19.29360795021057,True,38,1421.4607824441302
D3,Dataset 3,41,Z+P+NB,19.79841661453247,True,24,0.0003896742205082848
D3,Dataset 3,41,ZIP--ZINB,40.44964623451233,True,18,0.00020683341670885147
D3,Dataset 3,42,Poisson,0.6533527374267578,True,18,14926.74079780568
D3,Dataset 3,42,NB,4.705816030502319,True,14,4335.104201578424
D3,Dataset 3,42,ZIP,3.22917103767395,True,12,0.00022495031505814778
D3,Dataset 3,42,ZINB,9.580902099609375,True,14,3.6129142322838606e-05
D3,Dataset 3,42,P+NB,15.648179769515991,True,48,2594.989881275708
D3,Dataset 3,42,Z+P+NB,22.571011304855347,True,25,0.00011207861104395311
D3,Dataset 3,42,ZIP--ZINB,40.02222442626953,True,15,4.0807255764718775e-05
D3,Dataset 3,44,Poisson,0.8185768127441406,True,17,11810.52821965592
D3,Dataset 3,44,NB,3.6272799968719482,True,12,1659.7046265696945
D3,Dataset 3,44,ZIP,4.645467042922974,True,14,5.136419107132362e-05
D3,Dataset 3,44,ZINB,8.045866012573242,True,18,0.0005471644900345018
D3,Dataset 3,44,P+NB,19.185499906539917,True,20,1494.441797247112
D3,Dataset 3,44,Z+P+NB,21.102827787399292,True,23,2.9440012915882274e-05
D3,Dataset 3,44,ZIP--ZINB,37.865095376968384,True,17,0.0003134200937292702
D3,Dataset 3,43,Poisson,0.9224374294281006,True,15,14074.592419133982
D3,Dataset 3,43,NB,4.6945390701293945,True,21,3832.850197664137
D3,Dataset 3,43,ZIP,4.939043760299683,True,13,0.00016359500655732662
D3,Dataset 3,43,ZINB,9.747621774673462,True,18,0.0006775714205479177
D3,Dataset 3,43,P+NB,17.34529137611389,True,36,2120.356048672997
D3,Dataset 3,43,Z+P+NB,24.632893800735474,True,13,0.0001820012335775889
D3,Dataset 3,43,ZIP--ZINB,38.140302658081055,True,41,0.0003140369377328464
D3,Dataset 3,40,Poisson,0.7567229270935059,True,16,9057.01650166968
D3,Dataset 3,40,NB,5.833648920059204,True,16,0.012430456980083326
D3,Dataset 3,40,ZIP,4.038088798522949,True,10,0.00019160095310671865
D3,Dataset 3,40,ZINB,7.038487672805786,True,20,0.0003700565408593648
D3,Dataset 3,40,P+NB,20.372812032699585,True,42,1530.0200118152607
D3,Dataset 3,40,Z+P+NB,20.77703285217285,True,14,2.1633913418195316e-05
D3,Dataset 3,40,ZIP--ZINB,62.313740968704224,True,42,0.000464150894881582
D3,Dataset 3,45,Poisson,0.8521058559417725,True,21,13786.942431480102
D3,Dataset 3,45,NB,5.315199613571167,True,31,3293.296650608879
D3,Dataset 3,45,ZIP,5.646965742111206,True,13,5.806475683495238e-05
D3,Dataset 3,45,ZINB,9.05003046989441,True,13,0.0004735512068156922
D3,Dataset 3,45,P+NB,18.200276851654053,True,36,1654.4315024241928
D3,Dataset 3,45,Z+P+NB,21.437251806259155,True,26,0.0003988779854193075
D3,Dataset 3,45,ZIP--ZINB,40.53747892379761,True,18,0.00016454008403690712
D3,Dataset 3,46,Poisson,0.6972723007202148,True,16,13004.634843822807
D3,Dataset 3,46,NB,5.770118474960327,True,19,2820.4989350707356
D3,Dataset 3,46,ZIP,3.607985734939575,True,15,0.0004659072434294309
D3,Dataset 3,46,ZINB,4.656363010406494,True,18,0.00021695008320229883
D3,Dataset 3,46,P+NB,16.90866184234619,True,20,1431.4887153361512
D3,Dataset 3,46,Z+P+NB,22.2655291557312,True,15,0.00021564058468364483
D3,Dataset 3,46,ZIP--ZINB,41.58763360977173,True,20,0.0004106572808811786
D3,Dataset 3,47,Poisson,0.7583808898925781,True,11,10918.588411609719
D3,Dataset 3,47,NB,4.046008825302124,True,21,816.1223545174892
D3,Dataset 3,47,ZIP,5.359472990036011,True,15,1.8977532412234706e-05
D3,Dataset 3,47,ZINB,9.377372741699219,True,19,0.0005467996345041026
